Passenger ID;First Name;Last Name;Gender;Age;Nationality;Airport Name;Airport Country Code;Country Name;Airport Continent;Continents;Departure Date;Arrival Airport;Pilot Name;Flight Status;Ticket Type;Passenger Status
xDPHFT;Rube;Klemenz;Male;16;Azerbaijan;Elk City Regional Business Airport;US;United States;NAM;North America;12/5/2022;ELK;Rube Klemenz;Cancelled;Business;On Time
N4ST0z;Noam;Ragdale;Male;40;Colombia;Fort Bragg Airport;US;United States;NAM;North America;11/18/2022;FOB;Noam Ragdale;Delayed;Business;On Time
zqRDb7;Pebrook;Tenby;Male;62;Indonesia;Manzhouli Xijiao Airport;CN;China;AS;Asia;6/1/2022;NZH;Pebrook Tenby;Delayed;Business;On Time
YiqiWj;Kai;Vannacci;Female;38;Brazil;Lompoc Airport;US;United States;NAM;North America;9/15/2022;LPC;Kai Vannacci;Cancelled;Business;On Time
gx2Vb0;Powell;Esmonde;Male;85;China;Saint Louis Airport;SN;Senegal;AF;Africa;1/8/2022;XLS;Powell Esmonde;Delayed;Business;On Time
tIGso1;Astrid;McGaugan;Female;40;Palestinian Territory;Prince Said Ibrahim International Airport;KM;Comoros;AF;Africa;12/28/2022;HAH;Astrid McGaugan;Delayed;Business;On Time
C1XTU2;Lynnett;DelaField;Female;19;South Korea;Francisco Primo de Verdad y Ramos Airport;MX;Mexico;NAM;North America;3/16/2022;LOM;Lynnett DelaField;On Time;Business;On Time
WsAWwI;Godfry;Davitti;Male;63;Philippines;Gobernador Horacio Guzman International Airport;AR;Argentina;SAM;South America;8/14/2022;JUJ;Godfry Davitti;Delayed;Business;On Time
WFUB6c;Noam;Lardiner;Male;89;Libya;Arenal Airport;CR;Costa Rica;NAM;North America;2/11/2022;FON;Noam Lardiner;Delayed;Business;On Time
v8bkVu;Dewitt;Stennett;Male;39;Thailand;Hawarden Airport;GB;United Kingdom;EU;Europe;2/23/2022;CEG;Dewitt Stennett;Cancelled;Business;On Time
TdheFs;Bartholemy;Chillcot;Male;37;China;Tazadit Airport;MR;Mauritania;AF;Africa;7/14/2022;OUZ;Bartholemy Chillcot;Delayed;Business;On Time
oYAUbD;Francene;Klulicek;Female;66;Ukraine;Fort Smith Airport;CA;Canada;NAM;North America;10/14/2022;YSM;Francene Klulicek;Delayed;Business;On Time
JvoR34;Alecia;Sharnock;Female;2;China;Dracena Airport;BR;Brazil;SAM;South America;11/26/2022;QDC;Alecia Sharnock;Cancelled;Business;On Time
P3CbUO;Bud;Eglaise;Male;13;China;Upala Airport;CR;Costa Rica;NAM;North America;4/18/2022;UPL;Bud Eglaise;Delayed;Business;On Time
5OmR4x;Chic;O'Sharry;Male;42;Poland;Nicosia International Airport;CY;Cyprus;AS;Asia;2/13/2022;NIC;Chic O'Sharry;Delayed;Business;On Time
kJKl56;Kathrine;Kettley;Female;45;Vietnam;Essen Mulheim Airport;DE;Germany;EU;Europe;2/17/2022;ESS;Kathrine Kettley;Cancelled;Business;On Time
cGSqUE;Lizzie;O'Dee;Female;76;Albania;Chiang Mai International Airport;TH;Thailand;AS;Asia;6/14/2022;CNX;Lizzie O'Dee;On Time;Business;On Time
HBWH7L;Pat;Oppie;Male;16;Russia;Storuman Airport;SE;Sweden;EU;Europe;3/8/2022;SQO;Pat Oppie;Delayed;Business;On Time
DJFvs5;Bettine;Cappleman;Female;66;Ethiopia;Addison Airport;US;United States;NAM;North America;7/23/2022;ADS;Bettine Cappleman;Cancelled;Business;On Time
VDy67j;Kelly;Farbrace;Male;67;Japan;Plastun Airport;RU;Russian Federation;AS;Asia;1/18/2022;TLY;Kelly Farbrace;Cancelled;Business;On Time
Om5bgr;Susanne;Steljes;Female;24;Indonesia;Enarotali Airport;ID;Indonesia;AS;Asia;12/30/2022;EWI;Susanne Steljes;On Time;Business;On Time
O1q3HC;Garrek;Jonin;Male;72;Guatemala;New Ishigaki Airport;JP;Japan;AS;Asia;6/13/2022;ISG;Garrek Jonin;On Time;Business;On Time
yhlNUn;Wallache;Egdell;Male;38;China;Yuzhno-Sakhalinsk Airport;RU;Russian Federation;AS;Asia;6/23/2022;UUS;Wallache Egdell;Delayed;Business;On Time
zcPS4d;Ofelia;Dunseath;Female;40;Netherlands;Charleville-M?zi?res Airport;FR;France;EU;Europe;4/3/2022;XCZ;Ofelia Dunseath;On Time;Business;On Time
nyNVzI;Hagen;Plaunch;Male;76;Peru;Limnos Airport;GR;Greece;EU;Europe;4/15/2022;LXS;Hagen Plaunch;Cancelled;Business;On Time
BKculr;Jacklin;Greenall;Female;82;France;Leonardo da Vinci–Fiumicino Airport;IT;Italy;EU;Europe;12/8/2022;FCO;Jacklin Greenall;On Time;Business;On Time
u8bKXn;Lois;Whyard;Female;75;China;Zenag Airport;PG;Papua New Guinea;OC;Oceania;9/26/2022;ZEN;Lois Whyard;Cancelled;Business;On Time
fF3rC6;Tessa;MacKellen;Female;69;Bolivia;Imphal Airport;IN;India;AS;Asia;2/13/2022;IMF;Tessa MacKellen;Cancelled;Business;On Time
JySpiO;Aubert;Balls;Male;66;Albania;Turpan Jiaohe Airport;CN;China;AS;Asia;3/8/2022;TLQ;Aubert Balls;Cancelled;Business;On Time
2hSOEH;Alonzo;Cuardall;Male;6;Nicaragua;Sydney Kingsford Smith International Airport;AU;Australia;OC;Oceania;2/19/2022;SYD;Alonzo Cuardall;On Time;Business;On Time
LsjgUE;Bear;Freegard;Male;63;Cuba;Morondava Airport;MG;Madagascar;AF;Africa;4/3/2022;MOQ;Bear Freegard;On Time;Business;On Time
NjO780;Maura;Worgen;Female;22;Portugal;Warder Airport;ET;Ethiopia;AF;Africa;11/2/2022;WRA;Maura Worgen;Delayed;Business;On Time
hrixtA;Salmon;Passey;Male;19;Greece;Cairo Regional Airport;US;United States;NAM;North America;10/30/2022;CIR;Salmon Passey;On Time;Business;On Time
F2aC4L;Orelee;Shimuk;Female;11;Albania;Kungim Airport;PG;Papua New Guinea;OC;Oceania;10/14/2022;KGM;Orelee Shimuk;Cancelled;Business;On Time
ooluMH;Norean;McTrusty;Female;26;Tajikistan;Dywer Airbase;AF;Afghanistan;AS;Asia;2/19/2022;DWR;Norean McTrusty;Delayed;Business;On Time
1OcAX1;Timmie;Assandri;Male;79;China;Downtown Airpark;US;United States;NAM;North America;10/19/2022;DWN;Timmie Assandri;Cancelled;Business;On Time
1fslio;Chloe;Routh;Female;77;Tanzania;Sodankyla Airport;FI;Finland;EU;Europe;5/11/2022;SOT;Chloe Routh;Cancelled;Business;On Time
pzJzc2;Udall;Busk;Male;57;Indonesia;Ladysmith Airport;ZA;South Africa;AF;Africa;10/27/2022;LAY;Udall Busk;Delayed;Business;On Time
reIY7c;Constancy;Carwithim;Female;1;Portugal;Helenvale Airport;AU;Australia;OC;Oceania;12/2/2022;HLV;Constancy Carwithim;Delayed;Business;On Time
9da4AU;Isiahi;Piddington;Male;7;China;RAF Brize Norton;GB;United Kingdom;EU;Europe;11/17/2022;BZZ;Isiahi Piddington;On Time;Business;On Time
tb3sgD;Boris;Balshaw;Male;13;China;Cleveland Hopkins International Airport;US;United States;NAM;North America;10/7/2022;CLE;Boris Balshaw;Delayed;Business;On Time
0qeTWC;Aaren;Walkingshaw;Female;2;Indonesia;S?o Tom? International Airport;ST;Sao Tome and Principe;AF;Africa;1/23/2022;TMS;Aaren Walkingshaw;Cancelled;Business;On Time
C56FsJ;Rhiamon;Aloshikin;Female;73;Indonesia;Ingeniero Alberto Acu?a Ongay International Airport;MX;Mexico;NAM;North America;8/7/2022;CPE;Rhiamon Aloshikin;On Time;Business;On Time
4YEQQj;Yule;Gummow;Male;33;Philippines;Adana Airport;TR;Turkey;AS;Asia;3/9/2022;ADA;Yule Gummow;Cancelled;Business;On Time
MAazNI;Jami;O'Hederscoll;Female;50;China;Monteagudo Airport;BO;Bolivia, Plurinational State of;SAM;South America;7/13/2022;MHW;Jami O'Hederscoll;Delayed;Business;On Time
923C8K;Anders;Schultheiss;Male;63;China;Kerch Airport;UA;Ukraine;EU;Europe;3/30/2022;KHC;Anders Schultheiss;On Time;Business;On Time
fSAM6I;Agata;Tabner;Female;29;Sweden;Iki Airport;JP;Japan;AS;Asia;1/14/2022;IKI;Agata Tabner;On Time;Business;On Time
VJKSIX;Sheffy;Cossar;Male;79;Portugal;Diom?cio Freitas Airport;BR;Brazil;SAM;South America;10/26/2022;CCM;Sheffy Cossar;On Time;Business;On Time
B8yzt0;Auberon;Pinckard;Male;85;Japan;Lahr Airport;DE;Germany;EU;Europe;11/18/2022;LHA;Auberon Pinckard;On Time;Business;On Time
l1Dh3h;Felike;Ferreres;Male;61;Philippines;Valle Airport;US;United States;NAM;North America;7/20/2022;VLE;Felike Ferreres;Delayed;Business;On Time
DL6iOu;Deva;Dabell;Female;80;Iran;Erume Airport;PG;Papua New Guinea;OC;Oceania;4/16/2022;ERU;Deva Dabell;Cancelled;Business;On Time
stP7vv;Alys;Sahlstrom;Female;25;Colombia;Stockholm Skavsta Airport;SE;Sweden;EU;Europe;7/28/2022;NYO;Alys Sahlstrom;On Time;Business;On Time
Wabemm;Andrea;Kingaby;Male;63;Democratic Republic of the Congo;Tadji Airport;PG;Papua New Guinea;OC;Oceania;2/11/2022;TAJ;Andrea Kingaby;Delayed;Business;On Time
JH6TFv;Ruthie;Roskrug;Female;77;China;Brewarrina Airport;AU;Australia;OC;Oceania;2/10/2022;BWQ;Ruthie Roskrug;On Time;Business;On Time
Q2dbRr;Beret;Lunge;Female;67;Guatemala;Mamai Airport;PG;Papua New Guinea;OC;Oceania;2/11/2022;MAP;Beret Lunge;Delayed;Business;On Time
Xaz6xl;Bowie;Hryniewicz;Male;1;Jordan;Guthrie-Edmond Regional Airport;US;United States;NAM;North America;8/27/2022;GOK;Bowie Hryniewicz;Delayed;Business;On Time
ds1qEt;Clyde;Artiss;Male;24;China;Auxiliary Airfield;BS;Bahamas;NAM;North America;12/23/2022;GBI;Clyde Artiss;Delayed;Business;On Time
vUyCjr;Brad;Okenden;Male;60;Sweden;Grabtsevo Airport;RU;Russian Federation;EU;Europe;5/27/2022;KLF;Brad Okenden;On Time;Business;On Time
gQ4Ox8;Clerc;Jolland;Male;17;Indonesia;Manapouri Airport;NZ;New Zealand;OC;Oceania;11/20/2022;TEU;Clerc Jolland;Delayed;Business;On Time
K4agNo;Alexandra;Brasted;Female;15;Russia;Strasbourg Airport;FR;France;EU;Europe;5/25/2022;SXB;Alexandra Brasted;Delayed;Business;On Time
ZomWfc;Prudi;Shillitto;Female;59;Mexico;Valence-Chabeuil Airport;FR;France;EU;Europe;10/12/2022;VAF;Prudi Shillitto;On Time;Business;On Time
Pe8Lzh;Noelle;Eyles;Female;66;Portugal;Morehead Airport;PG;Papua New Guinea;OC;Oceania;7/2/2022;MHY;Noelle Eyles;Cancelled;Business;On Time
rBI1v1;Clerissa;Gingel;Female;1;Indonesia;Val-d'Or Airport;CA;Canada;NAM;North America;7/29/2022;YVO;Clerissa Gingel;Cancelled;Business;On Time
p5VKHg;Kerr;Duplain;Male;13;Poland;Marfa Municipal Airport;US;United States;NAM;North America;5/29/2022;MRF;Kerr Duplain;Cancelled;Business;On Time
QtnK5d;Izaak;Worham;Male;32;China;General Manuel Serrano Airport;EC;Ecuador;SAM;South America;11/5/2022;MCH;Izaak Worham;On Time;Business;On Time
kXavtq;Garnette;Alldread;Female;42;Philippines;Kawito Airport;PG;Papua New Guinea;OC;Oceania;7/2/2022;KWO;Garnette Alldread;Delayed;Business;On Time
HlDIa1;Audre;Ruckert;Female;7;Mongolia;Aishalton Airport;GY;Guyana;SAM;South America;1/1/2022;AHL;Audre Ruckert;On Time;Business;On Time
4jUydM;Ermina;Gulleford;Female;47;Indonesia;Luzamba Airport;AO;Angola;AF;Africa;3/17/2022;LZM;Ermina Gulleford;On Time;Business;On Time
Jch6Az;Kay;Studde;Female;36;France;?abljak Airport;ME;Montenegro;EU;Europe;7/2/2022;ZBK;Kay Studde;Delayed;Business;On Time
bf4xlD;Winifield;Whitney;Male;60;France;Porterville Municipal Airport;US;United States;NAM;North America;2/22/2022;PTV;Winifield Whitney;On Time;Business;On Time
D7wOSJ;Ralina;Moran;Female;82;Brazil;Raja Haji Fisabilillah International Airport;ID;Indonesia;AS;Asia;12/20/2022;TNJ;Ralina Moran;Cancelled;Business;On Time
7Tr7eH;Stacee;Torfin;Female;44;Nigeria;Cimitarra Airport;CO;Colombia;SAM;South America;12/29/2022;CIM;Stacee Torfin;Cancelled;Business;On Time
sLTcqQ;Dyan;Dybbe;Female;36;Brazil;Kalaleh Airport;IR;Iran, Islamic Republic of;AS;Asia;8/6/2022;KLM;Dyan Dybbe;Delayed;Business;On Time
S6GxJl;Darell;Rosenfrucht;Female;42;China;E. T. Joshua Airport;VC;Saint Vincent and the Grenadines;NAM;North America;4/10/2022;SVD;Darell Rosenfrucht;On Time;Business;On Time
Lh9ejB;Emmey;Dickins;Female;37;Uzbekistan;Ossima Airport;PG;Papua New Guinea;OC;Oceania;10/6/2022;OSG;Emmey Dickins;Delayed;Business;On Time
DTq6LA;Sonny;McLice;Female;70;Brazil;Duncan Airport;CA;Canada;NAM;North America;1/4/2022;DUQ;Sonny McLice;Delayed;Business;On Time
HA3KKj;Lutero;Ciccetti;Male;68;Philippines;Vitoria/Foronda Airport;ES;Spain;EU;Europe;11/28/2022;VIT;Lutero Ciccetti;On Time;Business;On Time
z86TGv;Leroy;Tall;Male;87;Indonesia;Zaranj Airport;AF;Afghanistan;AS;Asia;3/15/2022;ZAJ;Leroy Tall;Cancelled;Business;On Time
8TwmU2;Tonnie;Edds;Male;68;Yemen;Iqaluit Airport;CA;Canada;NAM;North America;5/19/2022;YFB;Tonnie Edds;Delayed;Business;On Time
feSkoP;Adriano;Saladin;Male;13;United States;Jata? Airport;BR;Brazil;SAM;South America;2/17/2022;JTI;Adriano Saladin;Cancelled;Business;On Time
Xs3jV6;Farris;Antunez;Male;7;China;Hattiesburg Laurel Regional Airport;US;United States;NAM;North America;10/18/2022;PIB;Farris Antunez;Delayed;Business;On Time
3pnK0z;Jackqueline;Thickpenny;Female;69;Sweden;Gustavo Rojas Pinilla International Airport;CO;Colombia;SAM;South America;10/9/2022;ADZ;Jackqueline Thickpenny;On Time;Business;On Time
wx31sF;Baillie;Roeby;Male;46;Russia;Phan Thiet Airport;VN;Viet Nam;AS;Asia;6/23/2022;PHH;Baillie Roeby;Delayed;Business;On Time
YhLyZk;Blaine;Mycroft;Male;20;Italy;Urrao Airport;CO;Colombia;SAM;South America;10/11/2022;URR;Blaine Mycroft;Delayed;Business;On Time
hzIWsh;Keelby;Struss;Male;72;Poland;Mount Cook Airport;NZ;New Zealand;OC;Oceania;12/6/2022;MON;Keelby Struss;Cancelled;Business;On Time
N9MvRX;Winifred;Peealess;Female;1;Thailand;Eastland Municipal Airport;US;United States;NAM;North America;4/29/2022;ETN;Winifred Peealess;On Time;Business;On Time
XA7Z5E;Pearl;Milsom;Female;23;Indonesia;Lucca-Tassignano Airport;IT;Italy;EU;Europe;8/16/2022;LCV;Pearl Milsom;On Time;Business;On Time
Imu5AO;Durant;MacPharlain;Male;56;Indonesia;Cambridge Airport;GB;United Kingdom;EU;Europe;1/5/2022;CBG;Durant MacPharlain;On Time;Business;On Time
1aeDSF;Georgy;Dumbarton;Male;43;Portugal;Lastourville Airport;GA;Gabon;AF;Africa;1/22/2022;LTL;Georgy Dumbarton;Delayed;Business;On Time
xBuwTk;Dilly;Lavens;Male;52;Peru;Paris Beauvais Till? Airport;FR;France;EU;Europe;1/15/2022;BVA;Dilly Lavens;Delayed;Business;On Time
kUdw9U;Coop;Nelsen;Male;85;Indonesia;Heathlands Airport;AU;Australia;OC;Oceania;4/4/2022;HAT;Coop Nelsen;On Time;Business;On Time
Sw6a5P;Ashely;Byrd;Female;60;China;Ewer Airport;ID;Indonesia;AS;Asia;2/16/2022;EWE;Ashely Byrd;On Time;Business;On Time
tnZv7r;Sky;Turbern;Male;55;Portugal;Berlin-Sch?nefeld Airport;DE;Germany;EU;Europe;12/30/2022;SXF;Sky Turbern;On Time;Business;On Time
ymdvJo;Paulie;Holyland;Male;41;Poland;Manaung Airport;MM;Myanmar;AS;Asia;2/25/2022;MGU;Paulie Holyland;Cancelled;Business;On Time
dROJRH;Taylor;Downes;Male;42;Croatia;Balesin Island Airport;PH;Philippines;AS;Asia;6/26/2022;BSI;Taylor Downes;Delayed;Business;On Time
EFwSpE;Penelopa;Maykin;Female;61;Russia;Picton Aerodrome;NZ;New Zealand;OC;Oceania;8/24/2022;PCN;Penelopa Maykin;On Time;Business;On Time
zoTHoZ;Felipe;Emig;Male;65;Belarus;Phnom Penh International Airport;KH;Cambodia;AS;Asia;11/2/2022;PNH;Felipe Emig;Cancelled;Business;On Time
ZxLpUD;Milt;Ickowicz;Male;10;Australia;Wainwright Airport;US;United States;NAM;North America;6/16/2022;AIN;Milt Ickowicz;Cancelled;Business;On Time
B4sczg;Mitchell;Garlette;Male;30;China;Gwa Airport;MM;Myanmar;AS;Asia;8/23/2022;GWA;Mitchell Garlette;On Time;Business;On Time
2LpkP8;Julieta;Sandels;Female;12;Colombia;Bathurst Island Airport;AU;Australia;OC;Oceania;1/6/2022;BRT;Julieta Sandels;Cancelled;Business;On Time
IiyOZv;Allie;Pryn;Female;40;China;Icy Bay Airport;US;United States;NAM;North America;8/11/2022;ICY;Allie Pryn;Delayed;Business;On Time
GbSRU1;Barnebas;Powney;Male;40;China;Deadman's Cay Airport;BS;Bahamas;NAM;North America;4/2/2022;LGI;Barnebas Powney;On Time;Business;On Time
R92t4C;Eachelle;Nellis;Female;14;Nigeria;La Cumbre Airport;AR;Argentina;SAM;South America;1/1/2022;LCM;Eachelle Nellis;Cancelled;Business;On Time
LqadFL;Olvan;Alloisi;Male;2;Honduras;Lotus Vale Airport;AU;Australia;OC;Oceania;1/12/2022;LTV;Olvan Alloisi;On Time;Business;On Time
ISiadN;Wilfrid;Gerger;Male;1;United States;Stuttgart Airport;DE;Germany;EU;Europe;7/12/2022;STR;Wilfrid Gerger;Delayed;Business;On Time
a8qW1H;Feodora;Yanukhin;Female;27;Sweden;General Urquiza Airport;AR;Argentina;SAM;South America;8/28/2022;PRA;Feodora Yanukhin;Cancelled;Business;On Time
7g86vW;Renaud;Janz;Male;41;Poland;Helenvale Airport;AU;Australia;OC;Oceania;11/6/2022;HLV;Renaud Janz;Delayed;Business;On Time
sa68II;Marten;Cristofanini;Male;14;China;Dilasag Airport;PH;Philippines;AS;Asia;4/15/2022;DSG;Marten Cristofanini;Delayed;Business;On Time
L69CU2;Loren;Dudlestone;Male;32;Russia;Fremont County Airport;US;United States;NAM;North America;7/5/2022;CNE;Loren Dudlestone;Cancelled;Business;On Time
SXalEm;Wallie;Bricknell;Female;17;China;San Juan de Marcona Airport;PE;Peru;SAM;South America;5/23/2022;SJA;Wallie Bricknell;Delayed;Business;On Time
9vaeaw;Ron;Pringour;Male;58;Portugal;Pardoo Airport;AU;Australia;OC;Oceania;8/21/2022;PRD;Ron Pringour;On Time;Business;On Time
8peeVy;Patin;Hoyer;Male;21;Czech Republic;Dien Bien Phu Airport;VN;Viet Nam;AS;Asia;5/2/2022;DIN;Patin Hoyer;On Time;Business;On Time
7UtjIk;Arnoldo;Lintall;Male;79;China;Telida Airport;US;United States;NAM;North America;6/2/2022;TLF;Arnoldo Lintall;Delayed;Business;On Time
8HRJ1x;Sarette;Collerd;Female;73;France;Shakawe Airport;BW;Botswana;AF;Africa;7/28/2022;SWX;Sarette Collerd;On Time;Business;On Time
akZCbK;Staffard;Copsey;Male;26;Czech Republic;Mc Cook Ben Nelson Regional Airport;US;United States;NAM;North America;12/23/2022;MCK;Staffard Copsey;Delayed;Business;On Time
4EI1MD;Marissa;Doogue;Female;43;Russia;Wonju/Hoengseong Air Base (K-38/K-46);KR;Korea, Republic of;AS;Asia;10/14/2022;WJU;Marissa Doogue;Delayed;Business;On Time
W8bjQf;Shae;Angood;Female;80;Brazil;Kuusamo Airport;FI;Finland;EU;Europe;2/18/2022;KAO;Shae Angood;Cancelled;Business;On Time
he7QmE;Rona;Scutchings;Female;87;China;Scatsta Airport;GB;United Kingdom;EU;Europe;10/1/2022;SCS;Rona Scutchings;On Time;Business;On Time
2hFz7E;Mitchell;Frances;Male;43;France;Valesdir Airport;VU;Vanuatu;OC;Oceania;9/29/2022;VLS;Mitchell Frances;Cancelled;Business;On Time
k9rWAw;Corby;Thews;Male;46;Philippines;La Gaviota Airport;CO;Colombia;SAM;South America;2/19/2022;LGT;Corby Thews;On Time;Business;On Time
P5Xx1Y;Marcos;Dufour;Male;69;China;Jes?s Ter?n Paredo International Airport;MX;Mexico;NAM;North America;8/29/2022;AGU;Marcos Dufour;Cancelled;Business;On Time
asnXsS;Orlando;Charlot;Male;31;Brazil;Hattiesburg Laurel Regional Airport;US;United States;NAM;North America;1/20/2022;PIB;Orlando Charlot;Cancelled;Business;On Time
ZTiNq0;Pete;Imms;Male;90;China;Thunder Bay Airport;CA;Canada;NAM;North America;10/31/2022;YQT;Pete Imms;On Time;Business;On Time
rHzvjd;Walker;Vicarey;Male;66;Armenia;Tuscaloosa Regional Airport;US;United States;NAM;North America;5/5/2022;TCL;Walker Vicarey;Cancelled;Business;On Time
VVmuhr;Hallsy;Boniface;Male;66;Portugal;Santa Genoveva Airport;BR;Brazil;SAM;South America;11/23/2022;GYN;Hallsy Boniface;On Time;Business;On Time
OiTd5z;Eddy;Blaisdell;Male;1;China;Tchongorove Airport;GA;Gabon;AF;Africa;9/22/2022;IGE;Eddy Blaisdell;Delayed;Business;On Time
XNThoT;Marcelo;Castillon;Male;53;Brazil;Ampampamena Airport;MG;Madagascar;AF;Africa;4/3/2022;IVA;Marcelo Castillon;Cancelled;Business;On Time
pGACu8;Susann;Golson;Female;72;China;Baker Lake Airport;CA;Canada;NAM;North America;8/5/2022;YBK;Susann Golson;Cancelled;Business;On Time
Hpzox4;Nicolais;Grivori;Male;17;China;Newport State Airport;US;United States;NAM;North America;9/3/2022;NPT;Nicolais Grivori;On Time;Business;On Time
k0elZz;Concordia;Grigg;Female;62;Portugal;Xilinhot Airport;CN;China;AS;Asia;4/18/2022;XIL;Concordia Grigg;On Time;Business;On Time
0GRNkJ;Harriot;Longcake;Female;27;Qatar;?rnsk?ldsvik Airport;SE;Sweden;EU;Europe;1/8/2022;OER;Harriot Longcake;Cancelled;Business;On Time
5KlijX;Brady;Hammerberg;Male;32;Indonesia;Umba Airport;PG;Papua New Guinea;OC;Oceania;8/16/2022;UMC;Brady Hammerberg;On Time;Business;On Time
1zGLNC;Gordon;Radclyffe;Male;44;Afghanistan;Marqua Airport;AU;Australia;OC;Oceania;7/19/2022;MQE;Gordon Radclyffe;Cancelled;Business;On Time
b0LvVs;Nikolaus;Bearne;Male;56;France;Surin Airport;TH;Thailand;AS;Asia;8/11/2022;PXR;Nikolaus Bearne;Cancelled;Business;On Time
E8uOqX;Garrek;Fetherstonhaugh;Male;73;China;Lamidanda Airport;NP;Nepal;AS;Asia;1/2/2022;LDN;Garrek Fetherstonhaugh;Delayed;Business;On Time
nkZ8U1;Hasheem;Bemlott;Male;55;Lithuania;Shashi Airport;CN;China;AS;Asia;7/30/2022;SHS;Hasheem Bemlott;Delayed;Business;On Time
1dAdxc;Maurise;Dumblton;Female;15;Slovenia;Limpopo Valley Airport;BW;Botswana;AF;Africa;5/6/2022;TLD;Maurise Dumblton;Cancelled;Business;On Time
sc481c;Nealy;Edmund;Male;32;Vietnam;Arvaikheer Airport;MN;Mongolia;AS;Asia;9/19/2022;AVK;Nealy Edmund;Delayed;Business;On Time
viMO7w;Nestor;Hayers;Male;74;Bolivia;Ilulissat Airport;GL;Greenland;EU;Europe;11/6/2022;JAV;Nestor Hayers;On Time;Business;On Time
ejqMe4;Netty;Attaway;Female;68;Nicaragua;Marlboro County Jetport H.E. Avent Field;US;United States;NAM;North America;9/14/2022;BTN;Netty Attaway;Delayed;Business;On Time
0f7lVp;Mozelle;Shurrocks;Female;9;United States;RAF Akrotiri;GB;United Kingdom;EU;Europe;3/1/2022;AKT;Mozelle Shurrocks;On Time;Business;On Time
IUs2AK;Ingaborg;Ryam;Female;10;Norway;Scribner State Airport;US;United States;NAM;North America;11/21/2022;SCB;Ingaborg Ryam;Delayed;Business;On Time
31vZWT;Mahalia;Boothman;Female;38;Sweden;Islay Airport;GB;United Kingdom;EU;Europe;3/12/2022;ILY;Mahalia Boothman;Cancelled;Business;On Time
bgmCen;Nancy;Matei;Female;15;Yemen;?r?mqi Diwopu International Airport;CN;China;AS;Asia;7/10/2022;URC;Nancy Matei;Delayed;Business;On Time
uGDJIG;Salaidh;Swanton;Female;13;Philippines;Maningrida Airport;AU;Australia;OC;Oceania;11/8/2022;MNG;Salaidh Swanton;Cancelled;Business;On Time
lhT6Wh;Rip;Spottiswood;Male;6;Bangladesh;Entebbe International Airport;UG;Uganda;AF;Africa;3/18/2022;EBB;Rip Spottiswood;On Time;Business;On Time
mppxkN;Jemie;Evensden;Female;29;Poland;Ubon Ratchathani Airport;TH;Thailand;AS;Asia;5/20/2022;UBP;Jemie Evensden;Cancelled;Business;On Time
2bgIk0;Titus;Goodee;Male;44;Cameroon;Icabar? Airport;VE;Venezuela, Bolivarian Republic of;SAM;South America;12/10/2022;ICA;Titus Goodee;On Time;Business;On Time
QcNw42;Henka;Lange;Female;61;Philippines;Paranagu? Airport;BR;Brazil;SAM;South America;5/27/2022;PNG;Henka Lange;On Time;Business;On Time
jJqogg;Delila;Vidloc;Female;62;China;Prado Airport;BR;Brazil;SAM;South America;11/30/2022;PDF;Delila Vidloc;Cancelled;Business;On Time
j2zbNi;Garik;O'Doherty;Male;70;Serbia;Jack Northrop Field Hawthorne Municipal Airport;US;United States;NAM;North America;10/8/2022;HHR;Garik O'Doherty;Cancelled;Business;On Time
Uyo7rh;Sauveur;Goodliff;Male;59;Armenia;Girona Airport;ES;Spain;EU;Europe;3/17/2022;GRO;Sauveur Goodliff;On Time;Business;On Time
TBPfeM;Janice;Jossel;Female;67;Brazil;Polyarny Airport;RU;Russian Federation;AS;Asia;8/16/2022;PYJ;Janice Jossel;Cancelled;Business;On Time
oIwqwh;Maurie;Symons;Male;19;China;Nadi International Airport;FJ;Fiji;OC;Oceania;6/6/2022;NAN;Maurie Symons;Cancelled;Business;On Time
moRBpt;Aurlie;Heal;Female;61;Indonesia;Kavieng Airport;PG;Papua New Guinea;OC;Oceania;12/20/2022;KVG;Aurlie Heal;Delayed;Business;On Time
oRNn8z;Keenan;Michel;Male;34;Russia;Kuopio Airport;FI;Finland;EU;Europe;5/20/2022;KUO;Keenan Michel;Cancelled;Business;On Time
9dBcai;Goraud;Teodorski;Male;17;China;Confresa Airport;BR;Brazil;SAM;South America;12/4/2022;CFO;Goraud Teodorski;Cancelled;Business;On Time
l5VhrO;Andra;Romeuf;Female;2;China;Georgetown (Tas) Airport;AU;Australia;OC;Oceania;10/28/2022;GEE;Andra Romeuf;Cancelled;Business;On Time
CIpAJC;Abbey;Blague;Female;69;Colombia;Genoa Cristoforo Colombo Airport;IT;Italy;EU;Europe;7/30/2022;GOA;Abbey Blague;Delayed;Business;On Time
S8Kwxo;Trueman;Eagleston;Male;41;Finland;Uummannaq Heliport;GL;Greenland;EU;Europe;12/24/2022;UMD;Trueman Eagleston;Cancelled;Business;On Time
mpazOW;Lanie;Benger;Female;14;Brazil;Capitan Fuentes Martinez Airport Airport;CL;Chile;SAM;South America;11/7/2022;WPR;Lanie Benger;Cancelled;Business;On Time
ArDfn6;Alvan;Sattin;Male;80;Poland;Wuvulu Island Airport;PG;Papua New Guinea;OC;Oceania;8/14/2022;WUV;Alvan Sattin;Cancelled;Business;On Time
